date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-10-26 17:23:42,JustinTrudeau,,17,48,297,"Deux pays, à jamais liés. Merci au cavalier Don White. Merci à tous les Canadiens qui ont combattu et fait des sacrifices pour libérer les Pays-Bas.pic.twitter.com/9oLzdeKWne",,,,1055872610897219584,https://twitter.com/JustinTrudeau/status/1055872610897219584
2018-10-26 14:17:09,JustinTrudeau,,105,304,1098,"On our lapels - and now for the first time online - we remember them. Get your Remembrance Day poppy at http://MyPoppy.ca and customize it, make a donation & share it with pride. Mine's dedicated to my grandfather Jimmy. Who will yours be for? #GetYourPoppy #CanadaRememberspic.twitter.com/C2MdkmP1yA",,,#GetYourPoppy #CanadaRememberspic,1055825666682355712,https://twitter.com/JustinTrudeau/status/1055825666682355712
2018-10-26 14:16:34,JustinTrudeau,,8,30,185,"Nous nous souvenons. Pour la 1re fois, trouvez votre coquelicot du jour du Souvenir en ligne à http://MonCoquelicot.ca , personnalisez-le, faites un don et partagez-le. Le mien est pour mon grand-père Jimmy. Le vôtre? #PortezUnCoquelicot #LeCanadaSeSouvientpic.twitter.com/yFbsf8t0ld",,,#PortezUnCoquelicot #LeCanadaSeSouvientpic,1055825517440630784,https://twitter.com/JustinTrudeau/status/1055825517440630784
2018-10-26 02:08:25,JustinTrudeau,,182,356,2699,"In 1993, this was his new office – some things have changed, and some things are still the same. One thing’s for sure though, Canada is better off thanks to Jean Chrétien & his team. Happy 25th anniversary, Jean.pic.twitter.com/nKZC2a41KC",,,,1055642274304946176,https://twitter.com/JustinTrudeau/status/1055642274304946176
2018-10-26 02:07:59,JustinTrudeau,,13,32,220,"En 1993, c’était son nouveau bureau. Certaines choses ont changé, d’autres non. Une chose est sûre : le Canada s’en tire mieux aujourd’hui grâce à Jean Chrétien et à son équipe. Joyeux 25e anniversaire, Jean.pic.twitter.com/6JFxwf7dDj",,,,1055642166012260352,https://twitter.com/JustinTrudeau/status/1055642166012260352
2018-10-26 01:35:35,JustinTrudeau,,40,73,656,"Congratulations on your re-election @Mayor_Bowman - I know you’re determined to keep working for Winnipeggers and keep the city strong & growing, and I look forward to working with you again.",,@Mayor_Bowman,,1055634012285386757,https://twitter.com/JustinTrudeau/status/1055634012285386757
2018-10-26 01:35:14,JustinTrudeau,,3,16,170,"Félicitations pour votre réélection @Mayor_Bowman. Je sais que vous êtes déterminé à continuer à travailler pour les résidents de Winnipeg et à assurer la force et la croissance de votre ville. Je suis impatient de travailler avec vous de nouveau.",,@Mayor_Bowman,,1055633923353571328,https://twitter.com/JustinTrudeau/status/1055633923353571328
2018-10-26 01:01:41,JustinTrudeau,,99,167,922,"A great way for two teachers to end the day together. Thanks to the students at Gloucester High School for the thoughtful questions this afternoon.pic.twitter.com/fH75rHpfSU",,,,1055625478554427392,https://twitter.com/JustinTrudeau/status/1055625478554427392
2018-10-26 01:01:13,JustinTrudeau,,4,25,182,"Quelle belle façon pour deux enseignants de terminer la journée ensemble. Merci aux élèves de l’école secondaire Gloucester pour leurs questions réfléchies cet après‑midi.pic.twitter.com/Gguco9xaXX",,,,1055625363966058499,https://twitter.com/JustinTrudeau/status/1055625363966058499
2018-10-26 00:22:22,JustinTrudeau,,54,69,466,"Working lunch with PM Rutte & business leaders on the Hill. We talked about free & fair trade - and how we can help companies in both our countries succeed to create more jobs & economic growth in Canada & the Netherlands.pic.twitter.com/ziBArjGeJP",,,,1055615585416028160,https://twitter.com/JustinTrudeau/status/1055615585416028160
2018-10-26 00:21:26,JustinTrudeau,,6,21,152,"Déjeuner d'affaires avec le PM Rutte et des chefs d’entreprise sur la Colline. Au programme : le commerce libre et équitable et la façon d’aider les entreprises de nos pays à réussir afin de créer plus d’emplois et de favoriser la croissance économique au Canada et aux Pays-Bas.pic.twitter.com/vhkCdLe6ek",,,,1055615349918437376,https://twitter.com/JustinTrudeau/status/1055615349918437376
